"week","Mercedes-Benz Stadium Est. Attendance","State Farm Arena Est. Attendance","GWCC Est. Attendance","Other Venues (AmericasMart, Parks)","Avg temp","total precipitation (in)","rain more than 10in","station","ridership"
2025-03-17,1500,72000,23000,1500,55.66,0.62,0,"Medical Center",5074
2025-03-17,1500,72000,23000,1500,55.66,0.62,0,"Midtown",24936
2025-03-24,1e+05,1500,5000,1500,61.45,0.1,0,"Airport",57396
2025-03-24,1e+05,1500,5000,1500,61.45,0.1,0,"Arts Center",32784
2025-03-24,1e+05,1500,5000,1500,61.45,0.1,0,"Buckhead",13188
2025-03-24,1e+05,1500,5000,1500,61.45,0.1,0,"Chamblee",16851
2025-03-24,1e+05,1500,5000,1500,61.45,0.1,0,"College Park",38994
2025-03-24,1e+05,1500,5000,1500,61.45,0.1,0,"Dome/GWCC",21368
2025-03-24,1e+05,1500,5000,1500,61.45,0.1,0,"Doraville",26160
2025-03-24,1e+05,1500,5000,1500,61.45,0.1,0,"Edgewood/Candler Park",5338
2025-03-24,1e+05,1500,5000,1500,61.45,0.1,0,"Five Points",46071
2025-03-24,1e+05,1500,5000,1500,61.45,0.1,0,"Georgia State",15267
2025-03-24,1e+05,1500,5000,1500,61.45,0.1,0,"Medical Center",5326
2025-03-24,1e+05,1500,5000,1500,61.45,0.1,0,"Midtown",27384
2025-03-31,50000,1500,3000,1500,70.2,0.38,0,"Airport",47837
2025-03-31,50000,1500,3000,1500,70.2,0.38,0,"Arts Center",30584
2025-03-31,50000,1500,3000,1500,70.2,0.38,0,"Buckhead",10508
2025-03-31,50000,1500,3000,1500,70.2,0.38,0,"Chamblee",16838
2025-03-31,50000,1500,3000,1500,70.2,0.38,0,"College Park",38994
2025-03-31,50000,1500,3000,1500,70.2,0.38,0,"Dome/GWCC",11592
2025-03-31,50000,1500,3000,1500,70.2,0.38,0,"Doraville",26947
2025-03-31,50000,1500,3000,1500,70.2,0.38,0,"Edgewood/Candler Park",5634
2025-03-31,50000,1500,3000,1500,70.2,0.38,0,"Five Points",54494
2025-03-31,50000,1500,3000,1500,70.2,0.38,0,"Georgia State",19029
2025-03-31,50000,1500,3000,1500,70.2,0.38,0,"Medical Center",5053
2025-03-31,50000,1500,3000,1500,70.2,0.38,0,"Midtown",26816
