Date,Station,Total trips
7/21/2023,Avondale,1539
7/21/2023,Bankhead,501
7/21/2023,Brookhaven,1652
7/21/2023,Buckhead,2067
7/21/2023,Chamblee,2150
7/21/2023,Civic Center,1814
7/21/2023,College Park,5717
7/21/2023,Decatur,1664
7/21/2023,Dome/GWCC,570
7/21/2023,Doraville,3561
7/21/2023,Dunwoody,1860
7/21/2023,East Lake,516
7/21/2023,East Point,4167
7/21/2023,Edgewood/Candler Park,622
7/21/2023,Five Points,6382
7/21/2023,Garnett,1265
7/21/2023,Georgia State,2249
7/21/2023,H. E. Holmes,3043
7/21/2023,Indian Creek,2055
7/21/2023,Inman Park,1130
7/21/2023,Kensington,2675
7/21/2023,King Memorial,1067
7/21/2023,Lakewood/Ft McPherson,1576
7/21/2023,Lenox,1358
7/21/2023,Lindbergh Center,5124
7/21/2023,Medical Center,846
7/21/2023,Midtown,3352
7/21/2023,North Avenue,3379
7/21/2023,North Springs,2337
7/21/2023,Oakland City,2431
7/21/2023,Peachtree Center,4434
7/21/2023,Sandy Springs,867
7/21/2023,Vine City,751
7/21/2023,West End,4020
7/21/2023,West Lake,863
7/22/2023,Airport,5544
7/22/2023,Arts Center,2538
7/22/2023,Ashby,933
7/22/2023,Avondale,1115
7/22/2023,Bankhead,443
7/22/2023,Brookhaven,1114
7/22/2023,Buckhead,857
7/22/2023,Chamblee,1415
7/22/2023,Civic Center,822
7/22/2023,College Park,3739
7/22/2023,Decatur,1118
7/22/2023,Dome/GWCC,1653
7/22/2023,Doraville,2404
7/22/2023,Dunwoody,785
7/22/2023,East Lake,314
7/22/2023,East Point,2694
7/22/2023,Edgewood/Candler Park,461
7/22/2023,Five Points,4026
7/22/2023,Garnett,817
7/22/2023,Georgia State,796
7/22/2023,H. E. Holmes,2209
7/22/2023,Indian Creek,1518
7/22/2023,Inman Park,901
7/22/2023,Kensington,1680
7/22/2023,King Memorial,762
7/22/2023,Lakewood/Ft McPherson,889
7/22/2023,Lenox,1268
7/22/2023,Lindbergh Center,3559
7/22/2023,Medical Center,297
7/22/2023,Midtown,2483
7/22/2023,North Avenue,2122
7/22/2023,North Springs,1397
7/22/2023,Oakland City,1680
7/22/2023,Peachtree Center,2666
7/22/2023,Sandy Springs,517
7/22/2023,Vine City,1913
7/22/2023,West End,2827
7/22/2023,West Lake,584
7/23/2023,Airport,6638
7/23/2023,Arts Center,2088
7/23/2023,Ashby,556
7/23/2023,Avondale,846
7/23/2023,Bankhead,245
7/23/2023,Brookhaven,970
7/23/2023,Buckhead,827
7/23/2023,Chamblee,1238
7/23/2023,Civic Center,847
7/23/2023,College Park,3329
7/23/2023,Decatur,847
7/23/2023,Dome/GWCC,791
7/23/2023,Doraville,1821
7/23/2023,Dunwoody,686
7/23/2023,East Lake,324
7/23/2023,East Point,2362
7/23/2023,Edgewood/Candler Park,215
7/23/2023,Five Points,3139
7/23/2023,Garnett,714
7/23/2023,Georgia State,812
7/23/2023,H. E. Holmes,1703
7/23/2023,Indian Creek,1076
7/23/2023,Inman Park,767
7/23/2023,Kensington,1488
7/23/2023,King Memorial,638
7/23/2023,Lakewood/Ft McPherson,730
7/23/2023,Lenox,959
7/23/2023,Lindbergh Center,2929
7/23/2023,Medical Center,244
7/23/2023,Midtown,2195
7/23/2023,North Avenue,1842
7/23/2023,North Springs,1178
7/23/2023,Oakland City,1416
7/23/2023,Peachtree Center,2320
7/23/2023,Sandy Springs,362
7/23/2023,Vine City,331
7/23/2023,West End,2262
7/23/2023,West Lake,216
7/24/2023,Airport,7987
7/24/2023,Arts Center,4068
7/24/2023,Ashby,942
7/24/2023,Avondale,1541
7/24/2023,Bankhead,686
7/24/2023,Brookhaven,1514
7/24/2023,Buckhead,1751
7/24/2023,Chamblee,2073
7/24/2023,Civic Center,1919
7/24/2023,College Park,5119
7/24/2023,Decatur,1565
7/24/2023,Dome/GWCC,615
7/24/2023,Doraville,3404
7/24/2023,Dunwoody,1449
7/24/2023,East Lake,542
7/24/2023,East Point,4258
7/24/2023,Edgewood/Candler Park,610
7/24/2023,Five Points,6444
7/24/2023,Garnett,1394
7/24/2023,Georgia State,1438
7/24/2023,H. E. Holmes,3412
7/24/2023,Indian Creek,2217
7/24/2023,Inman Park,1240
7/24/2023,Kensington,2961
7/24/2023,King Memorial,1353
7/24/2023,Lakewood/Ft McPherson,1480
7/24/2023,Lenox,1488
7/24/2023,Lindbergh Center,4685
7/24/2023,Medical Center,822
7/24/2023,Midtown,3401
7/24/2023,North Avenue,3425
7/24/2023,North Springs,2280
7/24/2023,Oakland City,2519
7/24/2023,Peachtree Center,4143
7/24/2023,Sandy Springs,838
7/24/2023,Vine City,644
7/24/2023,West End,3912
7/24/2023,West Lake,717
7/25/2023,Airport,7733
7/25/2023,Arts Center,4656
7/25/2023,Ashby,1185
7/25/2023,Avondale,1663
7/25/2023,Bankhead,1013
7/25/2023,Brookhaven,1573
7/25/2023,Buckhead,1928
7/25/2023,Chamblee,2281
7/25/2023,Civic Center,2231
7/25/2023,College Park,5648
7/25/2023,Decatur,1883
7/25/2023,Dome/GWCC,595
7/25/2023,Doraville,3585
7/25/2023,Dunwoody,1899
7/25/2023,East Lake,459
7/25/2023,East Point,4745
7/25/2023,Edgewood/Candler Park,633
7/25/2023,Five Points,6658
7/25/2023,Garnett,1523
7/25/2023,Georgia State,2467
7/25/2023,H. E. Holmes,3160
7/25/2023,Indian Creek,2045
7/25/2023,Inman Park,1403
7/25/2023,Kensington,3188
7/25/2023,King Memorial,1210
7/25/2023,Lakewood/Ft McPherson,1589
7/25/2023,Lenox,1631
7/25/2023,Lindbergh Center,5021
7/25/2023,Medical Center,926
7/25/2023,Midtown,4083
7/25/2023,North Avenue,3775
7/25/2023,North Springs,2878
7/25/2023,Oakland City,2618
7/25/2023,Peachtree Center,4804
7/25/2023,Sandy Springs,1074
7/25/2023,Vine City,671
7/25/2023,West End,4262
7/25/2023,West Lake,867
7/26/2023,Airport,8388
7/26/2023,Arts Center,5205
7/26/2023,Ashby,997
7/26/2023,Avondale,2087
7/26/2023,Bankhead,810
7/26/2023,Brookhaven,2567
7/26/2023,Buckhead,2553
7/26/2023,Chamblee,3483
7/26/2023,Civic Center,2387
7/26/2023,College Park,6292
7/26/2023,Decatur,2228
7/26/2023,Dome/GWCC,7786
7/26/2023,Doraville,5294
7/26/2023,Dunwoody,2212
7/26/2023,East Lake,1868
7/26/2023,East Point,4393
7/26/2023,Edgewood/Candler Park,1629
7/26/2023,Five Points,6930
7/26/2023,Garnett,1516
7/26/2023,Georgia State,2065
7/26/2023,H. E. Holmes,4536
7/26/2023,Indian Creek,2937
7/26/2023,Inman Park,2416
7/26/2023,Kensington,3624
7/26/2023,King Memorial,1752
7/26/2023,Lakewood/Ft McPherson,1888
7/26/2023,Lenox,1870
7/26/2023,Lindbergh Center,6095
7/26/2023,Medical Center,1137
7/26/2023,Midtown,4771
7/26/2023,North Avenue,4336
7/26/2023,North Springs,4596
7/26/2023,Oakland City,2857
7/26/2023,Peachtree Center,5385
7/26/2023,Sandy Springs,1648
7/26/2023,Vine City,5269
7/26/2023,West End,4828
7/26/2023,West Lake,823
7/27/2023,Airport,8198
7/27/2023,Arts Center,4381
7/27/2023,Ashby,1011
7/27/2023,Avondale,1661
7/27/2023,Bankhead,808
7/27/2023,Brookhaven,1621
7/27/2023,Buckhead,1878
7/27/2023,Chamblee,2319
7/27/2023,Civic Center,2276
7/27/2023,College Park,5913
7/27/2023,Decatur,1726
7/27/2023,Dome/GWCC,829
7/27/2023,Doraville,3588
7/27/2023,Dunwoody,1881
7/27/2023,East Lake,572
7/27/2023,East Point,4858
7/27/2023,Edgewood/Candler Park,695
7/27/2023,Five Points,6341
7/27/2023,Garnett,1577
7/27/2023,Georgia State,1457
7/27/2023,H. E. Holmes,3462
7/27/2023,Indian Creek,2416
7/27/2023,Inman Park,1348
7/27/2023,Kensington,3061
7/27/2023,King Memorial,1323
7/27/2023,Lakewood/Ft McPherson,1734
7/27/2023,Lenox,1660
7/27/2023,Lindbergh Center,5105
7/27/2023,Medical Center,1004
7/27/2023,Midtown,4263
7/27/2023,North Avenue,3821
7/27/2023,North Springs,2816
7/27/2023,Oakland City,2764
7/27/2023,Peachtree Center,5079
7/27/2023,Sandy Springs,1021
7/27/2023,Vine City,949
7/27/2023,West End,4440
7/27/2023,West Lake,759
7/28/2023,Airport,7783
7/28/2023,Arts Center,4104
7/28/2023,Ashby,985
7/28/2023,Avondale,1587
7/28/2023,Bankhead,726
7/28/2023,Brookhaven,1631
7/28/2023,Buckhead,2106
7/28/2023,Chamblee,1983
7/28/2023,Civic Center,1826
7/28/2023,College Park,5579
7/28/2023,Decatur,1771
7/28/2023,Dome/GWCC,781
7/28/2023,Doraville,3790
7/28/2023,Dunwoody,1803
7/28/2023,East Lake,536
7/28/2023,East Point,5043
7/28/2023,Edgewood/Candler Park,586
7/28/2023,Five Points,6936
7/28/2023,Garnett,1056
7/28/2023,Georgia State,1957
7/28/2023,H. E. Holmes,3566
7/28/2023,Indian Creek,2267
7/28/2023,Inman Park,1189
7/28/2023,Kensington,3091
7/28/2023,King Memorial,1229
7/28/2023,Lakewood/Ft McPherson,1358
7/28/2023,Lenox,1475
7/28/2023,Lindbergh Center,5360
7/28/2023,Medical Center,769
7/28/2023,Midtown,3964
7/28/2023,North Avenue,3407
7/28/2023,North Springs,2448
7/28/2023,Oakland City,2609
7/28/2023,Peachtree Center,4870
7/28/2023,Sandy Springs,919
7/28/2023,Vine City,972
7/28/2023,West End,4264
7/28/2023,West Lake,945
7/29/2023,Airport,5566
7/29/2023,Arts Center,2791
7/29/2023,Ashby,986
7/29/2023,Avondale,1350
7/29/2023,Bankhead,443
7/29/2023,Brookhaven,1311
7/29/2023,Buckhead,1117
7/29/2023,Chamblee,1900
7/29/2023,Civic Center,997
7/29/2023,College Park,3795
7/29/2023,Decatur,1265
7/29/2023,Dome/GWCC,2964
7/29/2023,Doraville,3306
7/29/2023,Dunwoody,1170
7/29/2023,East Lake,789
7/29/2023,East Point,2853
7/29/2023,Edgewood/Candler Park,565
7/29/2023,Five Points,4518
7/29/2023,Garnett,682
7/29/2023,Georgia State,696
7/29/2023,H. E. Holmes,2834
7/29/2023,Indian Creek,1495
7/29/2023,Inman Park,1183
7/29/2023,Kensington,2128
7/29/2023,King Memorial,1058
7/29/2023,Lakewood/Ft McPherson,1020
7/29/2023,Lenox,1407
7/29/2023,Lindbergh Center,4167
7/29/2023,Medical Center,317
7/29/2023,Midtown,2845
7/29/2023,North Avenue,2488
7/29/2023,North Springs,1886
7/29/2023,Oakland City,1844
7/29/2023,Peachtree Center,2681
7/29/2023,Sandy Springs,551
7/29/2023,Vine City,2688
7/29/2023,West End,2835
7/29/2023,West Lake,587
7/30/2023,Airport,6768
7/30/2023,Arts Center,2085
7/30/2023,Ashby,566
7/30/2023,Avondale,772
7/30/2023,Bankhead,395
7/30/2023,Brookhaven,922
7/30/2023,Buckhead,778
7/30/2023,Chamblee,1137
7/30/2023,Civic Center,745
7/30/2023,College Park,3127
7/30/2023,Decatur,860
7/30/2023,Dome/GWCC,519
7/30/2023,Doraville,1798
7/30/2023,Dunwoody,884
7/30/2023,East Lake,249
7/30/2023,East Point,2092
7/30/2023,Edgewood/Candler Park,266
7/30/2023,Five Points,3053
7/30/2023,Garnett,835
7/30/2023,Georgia State,610
7/30/2023,H. E. Holmes,1902
7/30/2023,Indian Creek,1226
7/30/2023,Inman Park,793
7/30/2023,Kensington,1596
7/30/2023,King Memorial,786
7/30/2023,Lakewood/Ft McPherson,787
7/30/2023,Lenox,976
7/30/2023,Lindbergh Center,3419
7/30/2023,Medical Center,276
7/30/2023,Midtown,2065
7/30/2023,North Avenue,1922
7/30/2023,North Springs,1107
7/30/2023,Oakland City,1396
7/30/2023,Peachtree Center,2489
7/30/2023,Sandy Springs,328
7/30/2023,Vine City,313
7/30/2023,West End,2252
7/30/2023,West Lake,447
7/31/2023,Airport,8096
7/31/2023,Arts Center,3961
7/31/2023,Ashby,1017
7/31/2023,Avondale,1523
7/31/2023,Bankhead,757
7/31/2023,Brookhaven,1522
7/31/2023,Buckhead,1912
7/31/2023,Chamblee,2112
7/31/2023,Civic Center,1785
7/31/2023,College Park,5290
7/31/2023,Decatur,1678
7/31/2023,Dome/GWCC,444
7/31/2023,Doraville,3720
7/31/2023,Dunwoody,1578
7/31/2023,East Lake,546
7/31/2023,East Point,3644
7/31/2023,Edgewood/Candler Park,536
7/31/2023,Five Points,6852
7/31/2023,Garnett,860
7/31/2023,Georgia State,2287
7/31/2023,H. E. Holmes,3402
7/31/2023,Indian Creek,2211
7/31/2023,Inman Park,1113
7/31/2023,Kensington,2989
7/31/2023,King Memorial,1424
7/31/2023,Lakewood/Ft McPherson,1503
7/31/2023,Lenox,1379
7/31/2023,Lindbergh Center,4855
7/31/2023,Medical Center,768
7/31/2023,Midtown,3311
7/31/2023,North Avenue,3125
7/31/2023,North Springs,2410
7/31/2023,Oakland City,2536
7/31/2023,Peachtree Center,4411
7/31/2023,Sandy Springs,1003
7/31/2023,Vine City,642
7/31/2023,West End,3856
7/31/2023,West Lake,733
8/1/2023,Airport,7696
8/1/2023,Arts Center,4519
8/1/2023,Ashby,1003
8/1/2023,Avondale,1640
8/1/2023,Bankhead,972
8/1/2023,Brookhaven,1705
8/1/2023,Buckhead,1929
8/1/2023,Chamblee,2208
8/1/2023,Civic Center,2018
8/1/2023,College Park,5544
8/1/2023,Decatur,1934
8/1/2023,Dome/GWCC,490
8/1/2023,Doraville,3982
8/1/2023,Dunwoody,1871
8/1/2023,East Lake,636
8/1/2023,East Point,4391
8/1/2023,Edgewood/Candler Park,600
8/1/2023,Five Points,7533
8/1/2023,Garnett,1052
8/1/2023,Georgia State,2340
8/1/2023,H. E. Holmes,3248
8/1/2023,Indian Creek,2249
8/1/2023,Inman Park,1259
8/1/2023,Kensington,3109
8/1/2023,King Memorial,1490
8/1/2023,Lakewood/Ft McPherson,1499
8/1/2023,Lenox,1437
8/1/2023,Lindbergh Center,5111
8/1/2023,Medical Center,908
8/1/2023,Midtown,4641
8/1/2023,North Avenue,3873
8/1/2023,North Springs,2700
8/1/2023,Oakland City,2824
8/1/2023,Peachtree Center,5083
8/1/2023,Sandy Springs,1170
8/1/2023,Vine City,712
8/1/2023,West End,4474
8/1/2023,West Lake,896
8/2/2023,Airport,7151
8/2/2023,Arts Center,5126
8/2/2023,Ashby,1005
8/2/2023,Avondale,1728
8/2/2023,Bankhead,908
8/2/2023,Brookhaven,1719
8/2/2023,Buckhead,2217
8/2/2023,Chamblee,2163
8/2/2023,Civic Center,2171
8/2/2023,College Park,5635
8/2/2023,Decatur,1790
8/2/2023,Dome/GWCC,380
8/2/2023,Doraville,4011
8/2/2023,Dunwoody,1829
8/2/2023,East Lake,691
8/2/2023,East Point,3779
8/2/2023,Edgewood/Candler Park,716
8/2/2023,Five Points,7274
8/2/2023,Garnett,1650
8/2/2023,Georgia State,2475
8/2/2023,H. E. Holmes,3435
8/2/2023,Indian Creek,2305
8/2/2023,Inman Park,1362
8/2/2023,Kensington,3122
8/2/2023,King Memorial,1196
8/2/2023,Lakewood/Ft McPherson,1648
8/2/2023,Lenox,1549
8/2/2023,Lindbergh Center,5112
8/2/2023,Medical Center,926
8/2/2023,Midtown,4496
8/2/2023,North Avenue,3535
8/2/2023,North Springs,2613
8/2/2023,Oakland City,2861
8/2/2023,Peachtree Center,5177
8/2/2023,Sandy Springs,1122
8/2/2023,Vine City,665
8/2/2023,West End,4044
8/2/2023,West Lake,838
8/3/2023,Airport,7325
8/3/2023,Arts Center,4676
8/3/2023,Ashby,1061
8/3/2023,Avondale,1718
8/3/2023,Bankhead,906
8/3/2023,Brookhaven,1741
8/3/2023,Buckhead,2076
8/3/2023,Chamblee,2185
8/3/2023,Civic Center,1880
8/3/2023,College Park,5829
8/3/2023,Decatur,1805
8/3/2023,Dome/GWCC,455
8/3/2023,Doraville,3754
8/3/2023,Dunwoody,1912
8/3/2023,East Lake,583
8/3/2023,East Point,4403
8/3/2023,Edgewood/Candler Park,645
8/3/2023,Five Points,6922
8/3/2023,Garnett,1579
8/3/2023,Georgia State,2119
8/3/2023,H. E. Holmes,3498
8/3/2023,Indian Creek,2221
8/3/2023,Inman Park,1365
8/3/2023,Kensington,3073
8/3/2023,King Memorial,1159
8/3/2023,Lakewood/Ft McPherson,1635
8/3/2023,Lenox,1602
8/3/2023,Lindbergh Center,5384
8/3/2023,Medical Center,871
8/3/2023,Midtown,3720
8/3/2023,North Avenue,3513
8/3/2023,North Springs,2629
8/3/2023,Oakland City,2930
8/3/2023,Peachtree Center,5049
8/3/2023,Sandy Springs,1013
8/3/2023,Vine City,533
8/3/2023,West End,3795
8/3/2023,West Lake,845
8/4/2023,Airport,7548
8/4/2023,Arts Center,4451
8/4/2023,Ashby,1119
8/4/2023,Avondale,1642
8/4/2023,Bankhead,858
8/4/2023,Brookhaven,1718
8/4/2023,Buckhead,1908
8/4/2023,Chamblee,2147
8/4/2023,Civic Center,1913
8/4/2023,College Park,5415
8/4/2023,Decatur,1800
8/4/2023,Dome/GWCC,973
8/4/2023,Doraville,4122
8/4/2023,Dunwoody,1829
8/4/2023,East Lake,553
8/4/2023,East Point,4556
8/4/2023,Edgewood/Candler Park,656
8/4/2023,Five Points,6606
8/4/2023,Garnett,566
8/4/2023,Georgia State,2096
8/4/2023,H. E. Holmes,3497
8/4/2023,Indian Creek,2099
8/4/2023,Inman Park,1246
8/4/2023,Kensington,3052
8/4/2023,King Memorial,1337
8/4/2023,Lakewood/Ft McPherson,1410
8/4/2023,Lenox,1495
8/4/2023,Lindbergh Center,5413
8/4/2023,Medical Center,812
8/4/2023,Midtown,3590
8/4/2023,North Avenue,3426
8/4/2023,North Springs,2354
8/4/2023,Oakland City,2730
8/4/2023,Peachtree Center,4467
8/4/2023,Sandy Springs,792
8/4/2023,Vine City,639
8/4/2023,West End,4324
8/4/2023,West Lake,1032
8/5/2023,Airport,5659
8/5/2023,Arts Center,2716
8/5/2023,Ashby,713
8/5/2023,Avondale,1124
8/5/2023,Bankhead,477
8/5/2023,Brookhaven,1387
8/5/2023,Buckhead,990
8/5/2023,Chamblee,1556
8/5/2023,Civic Center,895
8/5/2023,College Park,3927
8/5/2023,Decatur,1193
8/5/2023,Dome/GWCC,1844
8/5/2023,Doraville,2659
8/5/2023,Dunwoody,1110
8/5/2023,East Lake,376
8/5/2023,East Point,3120
8/5/2023,Edgewood/Candler Park,349
8/5/2023,Five Points,4442
8/5/2023,Garnett,1190
8/5/2023,Georgia State,872
8/5/2023,H. E. Holmes,2514
8/5/2023,Indian Creek,1460
8/5/2023,Inman Park,957
8/5/2023,Kensington,2091
8/5/2023,King Memorial,886
8/5/2023,Lakewood/Ft McPherson,1034
8/5/2023,Lenox,1243
8/5/2023,Lindbergh Center,3552
8/5/2023,Medical Center,274
8/5/2023,Midtown,2302
8/5/2023,North Avenue,2053
8/5/2023,North Springs,1484
8/5/2023,Oakland City,1833
8/5/2023,Peachtree Center,2440
8/5/2023,Sandy Springs,417
8/5/2023,Vine City,400
8/5/2023,West End,3067
8/5/2023,West Lake,614
8/6/2023,Airport,5912
8/6/2023,Arts Center,2061
8/6/2023,Ashby,508
8/6/2023,Avondale,832
8/6/2023,Bankhead,307
8/6/2023,Brookhaven,1121
8/6/2023,Buckhead,779
8/6/2023,Chamblee,1261
8/6/2023,Civic Center,685
8/6/2023,College Park,2809
8/6/2023,Decatur,830
8/6/2023,Dome/GWCC,424
8/6/2023,Doraville,1935
8/6/2023,Dunwoody,886
8/6/2023,East Lake,243
8/6/2023,East Point,2093
8/6/2023,Edgewood/Candler Park,224
8/6/2023,Five Points,2854
8/6/2023,Garnett,1010
8/6/2023,Georgia State,767
8/6/2023,H. E. Holmes,1616
8/6/2023,Indian Creek,1037
8/6/2023,Inman Park,659
8/6/2023,Kensington,1468
8/6/2023,King Memorial,687
8/6/2023,Lakewood/Ft McPherson,721
8/6/2023,Lenox,774
8/6/2023,Lindbergh Center,2769
8/6/2023,Medical Center,217
8/6/2023,Midtown,1732
8/6/2023,North Avenue,1664
8/6/2023,North Springs,1039
8/6/2023,Oakland City,1353
8/6/2023,Peachtree Center,2443
8/6/2023,Sandy Springs,324
8/6/2023,Vine City,232
8/6/2023,West End,2152
8/6/2023,West Lake,425
8/7/2023,Airport,7344
8/7/2023,Arts Center,3874
8/7/2023,Ashby,1023
8/7/2023,Avondale,1519
8/7/2023,Bankhead,838
8/7/2023,Brookhaven,1766
8/7/2023,Buckhead,1791
8/7/2023,Chamblee,1353
8/7/2023,Civic Center,1955
8/7/2023,College Park,5264
8/7/2023,Decatur,1867
8/7/2023,Dome/GWCC,527
8/7/2023,Doraville,3833
8/7/2023,Dunwoody,1613
8/7/2023,East Lake,506
8/7/2023,East Point,4700
8/7/2023,Edgewood/Candler Park,575
8/7/2023,Five Points,7468
8/7/2023,Garnett,791
8/7/2023,Georgia State,2316
8/7/2023,H. E. Holmes,3227
8/7/2023,Indian Creek,2014
8/7/2023,Inman Park,1208
8/7/2023,Kensington,2979
8/7/2023,King Memorial,1187
8/7/2023,Lakewood/Ft McPherson,1448
8/7/2023,Lenox,1222
8/7/2023,Lindbergh Center,5014
8/7/2023,Medical Center,779
8/7/2023,Midtown,3579
8/7/2023,North Avenue,3067
8/7/2023,North Springs,2216
8/7/2023,Oakland City,2532
8/7/2023,Peachtree Center,4594
8/7/2023,Sandy Springs,832
8/7/2023,Vine City,552
8/7/2023,West End,3654
8/7/2023,West Lake,928
8/8/2023,Airport,7619
8/8/2023,Arts Center,4377
8/8/2023,Ashby,902
8/8/2023,Avondale,1614
8/8/2023,Bankhead,850
8/8/2023,Brookhaven,1699
8/8/2023,Buckhead,2153
8/8/2023,Chamblee,2156
8/8/2023,Civic Center,2199
8/8/2023,College Park,5699
8/8/2023,Decatur,2001
8/8/2023,Dome/GWCC,564
8/8/2023,Doraville,3869
8/8/2023,Dunwoody,1826
8/8/2023,East Lake,487
8/8/2023,East Point,4894
8/8/2023,Edgewood/Candler Park,609
8/8/2023,Five Points,6701
8/8/2023,Garnett,968
8/8/2023,Georgia State,2179
8/8/2023,H. E. Holmes,3268
8/8/2023,Indian Creek,2190
8/8/2023,Inman Park,1236
8/8/2023,Kensington,3038
8/8/2023,King Memorial,1254
8/8/2023,Lakewood/Ft McPherson,1732
8/8/2023,Lenox,1350
8/8/2023,Lindbergh Center,5193
8/8/2023,Medical Center,934
8/8/2023,Midtown,3772
8/8/2023,North Avenue,3417
8/8/2023,North Springs,2653
8/8/2023,Oakland City,2834
8/8/2023,Peachtree Center,4998
8/8/2023,Sandy Springs,987
8/8/2023,Vine City,687
8/8/2023,West End,3540
8/8/2023,West Lake,834
8/9/2023,Airport,7354
8/9/2023,Arts Center,5458
8/9/2023,Ashby,1026
8/9/2023,Avondale,1770
8/9/2023,Bankhead,603
8/9/2023,Brookhaven,1446
8/9/2023,Buckhead,1934
8/9/2023,Chamblee,2242
8/9/2023,Civic Center,2170
8/9/2023,College Park,5615
8/9/2023,Decatur,2005
8/9/2023,Dome/GWCC,407
8/9/2023,Doraville,3863
8/9/2023,Dunwoody,1947
8/9/2023,East Lake,604
8/9/2023,East Point,4536
8/9/2023,Edgewood/Candler Park,676
8/9/2023,Five Points,7086
8/9/2023,Garnett,1400
8/9/2023,Georgia State,2369
8/9/2023,H. E. Holmes,3594
8/9/2023,Indian Creek,2209
8/9/2023,Inman Park,1309
8/9/2023,Kensington,3277
8/9/2023,King Memorial,1352
8/9/2023,Lakewood/Ft McPherson,1814
8/9/2023,Lenox,1759
8/9/2023,Lindbergh Center,5099
8/9/2023,Medical Center,799
8/9/2023,Midtown,4191
8/9/2023,North Avenue,3756
8/9/2023,North Springs,2531
8/9/2023,Oakland City,2977
8/9/2023,Peachtree Center,5036
8/9/2023,Sandy Springs,1004
8/9/2023,Vine City,657
8/9/2023,West End,4004
8/9/2023,West Lake,793
8/10/2023,Airport,7536
8/10/2023,Arts Center,4536
8/10/2023,Ashby,855
8/10/2023,Avondale,1830
8/10/2023,Bankhead,586
8/10/2023,Brookhaven,1675
8/10/2023,Buckhead,1822
8/10/2023,Chamblee,2158
8/10/2023,Civic Center,1996
8/10/2023,College Park,5877
8/10/2023,Decatur,1800
8/10/2023,Dome/GWCC,543
8/10/2023,Doraville,3474
8/10/2023,Dunwoody,1843
8/10/2023,East Lake,559
8/10/2023,East Point,4124
8/10/2023,Edgewood/Candler Park,589
8/10/2023,Five Points,7063
8/10/2023,Garnett,1717
8/10/2023,Georgia State,2096
8/10/2023,H. E. Holmes,3560
8/10/2023,Indian Creek,2137
8/10/2023,Inman Park,1291
8/10/2023,Kensington,3192
8/10/2023,King Memorial,1213
8/10/2023,Lakewood/Ft McPherson,1482
8/10/2023,Lenox,1474
8/10/2023,Lindbergh Center,5325
8/10/2023,Medical Center,677
8/10/2023,Midtown,4214
8/10/2023,North Avenue,3590
8/10/2023,North Springs,2571
8/10/2023,Oakland City,2741
8/10/2023,Peachtree Center,4771
8/10/2023,Sandy Springs,924
8/10/2023,Vine City,749
8/10/2023,West End,4099
8/10/2023,West Lake,697
8/11/2023,Airport,8129
8/11/2023,Arts Center,4620
8/11/2023,Ashby,1122
8/11/2023,Avondale,2021
8/11/2023,Bankhead,988
8/11/2023,Brookhaven,1995
8/11/2023,Buckhead,1886
8/11/2023,Chamblee,2341
8/11/2023,Civic Center,1923
8/11/2023,College Park,6507
8/11/2023,Decatur,1933
8/11/2023,Dome/GWCC,5325
8/11/2023,Doraville,4314
8/11/2023,Dunwoody,1980
8/11/2023,East Lake,886
8/11/2023,East Point,5031
8/11/2023,Edgewood/Candler Park,994
8/11/2023,Five Points,7604
8/11/2023,Garnett,1155
8/11/2023,Georgia State,2099
8/11/2023,H. E. Holmes,5207
8/11/2023,Indian Creek,2885
8/11/2023,Inman Park,1870
8/11/2023,Kensington,3586
8/11/2023,King Memorial,1447
8/11/2023,Lakewood/Ft McPherson,1819
8/11/2023,Lenox,1667
8/11/2023,Lindbergh Center,5646
8/11/2023,Medical Center,797
8/11/2023,Midtown,4446
8/11/2023,North Avenue,3455
8/11/2023,North Springs,2870
8/11/2023,Oakland City,2777
8/11/2023,Peachtree Center,5049
8/11/2023,Sandy Springs,1075
8/11/2023,Vine City,7520
8/11/2023,West End,4035
8/11/2023,West Lake,1178
8/12/2023,Airport,5408
8/12/2023,Arts Center,3182
8/12/2023,Ashby,814
8/12/2023,Avondale,1367
8/12/2023,Bankhead,561
8/12/2023,Brookhaven,1404
8/12/2023,Buckhead,1294
8/12/2023,Chamblee,1662
8/12/2023,Civic Center,926
8/12/2023,College Park,4315
8/12/2023,Decatur,1213
8/12/2023,Dome/GWCC,5209
8/12/2023,Doraville,2971
8/12/2023,Dunwoody,1187
8/12/2023,East Lake,679
8/12/2023,East Point,3975
8/12/2023,Edgewood/Candler Park,694
8/12/2023,Five Points,5263
8/12/2023,Garnett,983
8/12/2023,Georgia State,843
8/12/2023,H. E. Holmes,4002
8/12/2023,Indian Creek,2348
